"Model","Predictor","Level1","Response1","Level2","Response2","Median","CI_low","CI_high","pd","Credible"
"MemoryBeliefAppraisal","Belief","AI Original","Human Forgery","AI Copy","Human Forgery",-0.0160748222191578,-0.0319582601711419,8.34167100820689e-05,0.97475,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","AI Copy","Human Forgery",0.0111498067314566,-0.00726311664064955,0.0291264055202527,0.887,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","AI Original","Human Forgery",0.027584899315374,0.00962110994766193,0.0451014882627321,0.998,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","AI Copy","Human Forgery",-0.00224780224182913,-0.01679033349597,0.0111076524314088,0.625,FALSE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","AI Original","Human Forgery",0.0137245087378151,-0.000298793798501277,0.0274115127527557,0.9725,FALSE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","Human Forgery","Human Forgery",-0.0134364601761327,-0.030342923717909,0.00170147454515672,0.957,FALSE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Forgery","AI Copy","Not recognized",-0.494609053584932,-0.518562568842592,-0.470177208564384,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Forgery","AI Original","Not recognized",-0.484842230518017,-0.507577498770308,-0.462812162199905,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Forgery","Human Forgery","Not recognized",-0.481020890740444,-0.5078342881679,-0.454473335715356,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Forgery","Human Original","Not recognized",-0.49064254595031,-0.506986811184251,-0.473371788809662,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Forgery","AI Copy","Not recognized",-0.510365716694204,-0.532520313158574,-0.489952342368864,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Forgery","AI Original","Not recognized",-0.501255222622513,-0.526052099843639,-0.475440419261558,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Forgery","Human Forgery","Not recognized",-0.496950072433064,-0.523325192038417,-0.470852773556006,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Forgery","Human Original","Not recognized",-0.50657665188978,-0.522730738781509,-0.489584488289282,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","AI Copy","Not recognized",-0.483301512825429,-0.505611821722206,-0.460733892082715,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","AI Original","Not recognized",-0.473821768196789,-0.497793405940432,-0.449734394349685,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","Human Forgery","Not recognized",-0.469381516561247,-0.501408955595448,-0.438987178614298,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Forgery","Human Original","Not recognized",-0.479200174283457,-0.498275695487784,-0.460118329614473,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","AI Copy","Not recognized",-0.496968361726109,-0.516357079882218,-0.477254336917802,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","AI Original","Not recognized",-0.487340653151837,-0.508045822979325,-0.467035451306588,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","Human Forgery","Not recognized",-0.483106920874102,-0.509053832200973,-0.458356087571489,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Forgery","Human Original","Not recognized",-0.492742570097601,-0.508711088064899,-0.476473243873634,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Copy","AI Copy",0.10549118405767,0.0874211572379824,0.123591190576489,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Original","AI Copy",0.100117841029218,0.0823278252643635,0.118219188423848,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Forgery","AI Copy",0.111376802324514,0.0935534438963141,0.129265246987544,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Original","AI Copy",0.122397371003392,0.107303368404117,0.138331394899048,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Copy","AI Copy",0.0916597036275942,0.0744919832752389,0.109865143473626,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Original","AI Copy",0.0864064214364154,0.0667728980596138,0.105823954479192,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Forgery","AI Copy",0.0977256542093079,0.0790044201729372,0.116300856684217,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Original","AI Copy",0.108591615623643,0.0926410994211506,0.125756289123896,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Copy","AI Copy",0.139381960492456,0.11838072068295,0.1610839178753,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Original","AI Copy",0.134141272872674,0.111972828746608,0.156932934435815,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Forgery","AI Copy",0.145156182092584,0.122394634499588,0.169482317430591,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Original","AI Copy",0.15618405503406,0.136579291692816,0.176842607349601,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Copy","AI Copy",0.165880462032305,0.151978037473868,0.180449480255212,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Original","AI Copy",0.160717097184203,0.145615580876923,0.174898775454182,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Forgery","AI Copy",0.17200407605172,0.156082798138142,0.186654281562264,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Original","AI Copy",0.183092807290619,0.170722683323921,0.195726205042177,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Copy","AI Original",0.0152528875711961,-0.00743853124178752,0.0374858034874621,0.90925,FALSE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Original","AI Original",-0.0186744752786699,-0.0398021977452297,0.00283439774763424,0.956,FALSE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Forgery","AI Original",0.0407458690832109,0.0183296427309813,0.0635016973737481,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Original","AI Original",0.0521153549924084,0.0352364691014416,0.0698063054352385,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Copy","AI Original",0.00154668048219481,-0.0196187618290864,0.0216271393158906,0.5545,FALSE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Original","AI Original",-0.0323693772798531,-0.0566173520813519,-0.00752018305801112,0.99375,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Forgery","AI Original",0.0271637543923829,0.00415021380630201,0.050117779043928,0.98925,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Original","AI Original",0.0384867228127844,0.0211074961096278,0.0570258716070216,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Copy","AI Original",0.0491548774311046,0.0250944240989463,0.0735583657554374,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Original","AI Original",0.0152052396072471,-0.0091278693686854,0.0409061309369595,0.88775,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Forgery","AI Original",0.074990939993069,0.0452093688181195,0.104319052590989,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Original","AI Original",0.0861503389658603,0.0648165810656448,0.108623233552168,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Copy","AI Original",0.0757831370545717,0.0574908313421665,0.0932499092287283,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Original","AI Original",0.0419121863315271,0.0231827428338181,0.0600539689037516,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Forgery","AI Original",0.101423822504874,0.0803659502313595,0.121742510550425,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Original","AI Original",0.112767361703279,0.0962066398385732,0.128450635117206,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Copy","Human Forgery",0.0729596082939117,0.0526909091812786,0.0931686864186619,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Original","Human Forgery",0.0890523216090904,0.0701534088025945,0.10772540724167,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Forgery","Human Forgery",0.0619221614367757,0.0404572721688761,0.0819262856146125,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Original","Human Forgery",0.0752078058435181,0.0590775970255242,0.0923270901689743,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Copy","Human Forgery",0.059255758130602,0.0404954529270997,0.0789671142925273,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Original","Human Forgery",0.075244685401218,0.0555069887148325,0.0958000654930559,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Forgery","Human Forgery",0.0481328438278931,0.026857981240702,0.0692033823706518,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Original","Human Forgery",0.0615213035834645,0.0448230722582394,0.0797918528062697,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Copy","Human Forgery",0.107007232230008,0.0842181523380044,0.130525376709275,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Original","Human Forgery",0.122807005187527,0.101058603013695,0.145990886196354,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Forgery","Human Forgery",0.0954863955353332,0.069849830156468,0.122575354114885,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Original","Human Forgery",0.108932375783506,0.0893617687684971,0.131405805931007,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Copy","Human Forgery",0.133474180225963,0.117498469782482,0.149119214505777,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Original","Human Forgery",0.149628708587383,0.13421577424003,0.165488246669477,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Forgery","Human Forgery",0.122186976653957,0.104714703183967,0.139621240951569,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Original","Human Forgery",0.135866315465516,0.121204990587945,0.150407540688974,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Copy","Human Original",-0.01364820419263,-0.034632587964557,0.00771825610576792,0.896,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Copy","Human Original",0.0338581819559871,0.00882124555361009,0.0594207003388814,0.997,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Original","Human Original",0.047391776870084,0.0224699520295115,0.0736823331993103,0.99975,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Copy","Human Original",0.0603244767555798,0.0420716763664733,0.0786839304512131,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Original","Human Original",0.0741439006074875,0.0550656130597736,0.0929050554173445,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Forgery","Human Original",0.0265795404431043,0.00360278076801375,0.0488156250288945,0.98775,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Copy","Not recognized",-0.421624631055122,-0.449655173342038,-0.393448130025886,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","AI Original","Not recognized",-0.412163560481335,-0.436737425352522,-0.386752752367643,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Forgery","Not recognized",-0.408041761471744,-0.436244215317113,-0.379841425208186,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Copy","Human Original","Human Original","Not recognized",-0.417460129600919,-0.43657355835268,-0.397539042754411,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Copy","Not recognized",-0.435458835741579,-0.459195856348607,-0.411310410398134,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","AI Original","Not recognized",-0.425639341992682,-0.455005557675903,-0.39488668402513,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Forgery","Not recognized",-0.421445070952909,-0.450024088896385,-0.39440306179374,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Human Original","Human Original","Not recognized",-0.431257507154518,-0.450087034788064,-0.411620351337781,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Copy","Not recognized",-0.387753282287142,-0.41330450715266,-0.360975789483993,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","AI Original","Not recognized",-0.378333570242711,-0.40530303185789,-0.351370221022871,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Forgery","Not recognized",-0.373892150349392,-0.411715336344938,-0.336541957659521,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Forgery","Human Original","Human Original","Not recognized",-0.383548303442878,-0.406874432501198,-0.359897467262383,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Copy","Not recognized",-0.361145762935258,-0.381949436926993,-0.340016994402497,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","AI Original","Not recognized",-0.351637467288042,-0.373405018661806,-0.328677951619804,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Forgery","Not recognized",-0.347028582938223,-0.37437212676319,-0.321343429173395,1,TRUE
"MemoryBeliefAppraisal","Belief","Human Original","Human Original","Human Original","Not recognized",-0.357146239483027,-0.377093927532562,-0.336312311004018,1,TRUE
"MemoryBeliefAppraisal","Belief","AI Original","Not recognized","AI Copy","Not recognized",-0.00964075955001342,-0.0368194816385767,0.0180854131851554,0.75775,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Not recognized","AI Copy","Not recognized",-0.0139550610189439,-0.0427767787156966,0.0169679125677151,0.80725,FALSE
"MemoryBeliefAppraisal","Belief","Human Forgery","Not recognized","AI Original","Not recognized",-0.00423017503419504,-0.0371948119283881,0.0284085268884544,0.59675,FALSE
"MemoryBeliefAppraisal","Belief","Human Original","Not recognized","AI Copy","Not recognized",-0.00425583379412076,-0.0264948916411895,0.0179398379176243,0.6405,FALSE
"MemoryBeliefAppraisal","Belief","Human Original","Not recognized","AI Original","Not recognized",0.00537023480666027,-0.0192288887734403,0.0298289790399653,0.6735,FALSE
"MemoryBeliefAppraisal","Belief","Human Original","Not recognized","Human Forgery","Not recognized",0.00971548383610626,-0.0173390168697548,0.036234485947409,0.7645,FALSE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Forgery","AI-Generated",0.0061209234590921,-0.00971708766093662,0.0217221446007552,0.76125,FALSE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Original","AI-Generated",-0.00233032276856969,-0.0183824032822548,0.0137822212644618,0.6175,FALSE
"MemoryCondition","Condition","Human Forgery","AI-Generated","Human Original","AI-Generated",-0.00830671330425485,-0.024101639526674,0.00747361387345336,0.84975,FALSE
"MemoryCondition","Condition","New Items","AI-Generated","AI-Generated","AI-Generated",-0.109240354458573,-0.132547039107081,-0.0870419269732971,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Forgery","AI-Generated",-0.103044144181974,-0.125136835399685,-0.0811303990767183,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Original","AI-Generated",-0.111546769699475,-0.134446148734232,-0.0883864058262254,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","AI-Generated","Human Forgery",0.0801203643945649,0.0614946237646772,0.101909273912401,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Forgery","Human Forgery",0.0786001607175401,0.0605174005717711,0.0988235661272346,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Original","Human Forgery",0.0820969355750292,0.0639593057432921,0.102577183547805,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","New Items","Human Forgery",0.128813278889446,0.110226742049695,0.149560560684563,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","AI-Generated","Human Forgery",0.0741118819939748,0.0566836320859331,0.0932035957620548,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","Human Forgery","Human Forgery",0.0724618234436133,0.0541146775255846,0.0931052405373553,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","Human Original","Human Forgery",0.0759977952775941,0.0584221609764194,0.0960388413717659,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","New Items","Human Forgery",0.122783296010735,0.104371084259588,0.142257747564005,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","AI-Generated","Human Forgery",0.0824509687775148,0.0648286313662019,0.102520204570289,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","Human Forgery","Human Forgery",0.0809266174923342,0.0622816369833132,0.100954813481237,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","Human Original","Human Forgery",0.0847119592569519,0.0659510817089133,0.105540954583183,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","New Items","Human Forgery",0.131377084581715,0.112084872511488,0.151697393792628,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","AI-Generated","Human Forgery",-0.0286705594224539,-0.0411924956001405,-0.0166782982301412,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Forgery","Human Forgery",-0.0303041309507882,-0.0423883543113105,-0.0176426845153549,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Original","Human Forgery",-0.0267132181581701,-0.0382688260715458,-0.0147679513322651,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","New Items","Human Forgery",0.0198071074464222,0.0141154203638506,0.0266560380209051,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","AI-Generated","Human Original",-0.0681398400046394,-0.0930844035802655,-0.0441565437153966,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Forgery","Human Original",-0.0732611751110937,-0.0952578126189281,-0.04965480748713,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","Human Original","Human Original",-0.0813532828846403,-0.1051308159193,-0.0574253914650363,1,TRUE
"MemoryCondition","Condition","AI-Generated","AI-Generated","New Items","Human Original",0.0851949053322394,0.0631382283120555,0.108580592743391,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","AI-Generated","Human Original",-0.0746763099944749,-0.0972046466621818,-0.0515283847284261,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","Human Forgery","Human Original",-0.0793538530938849,-0.102903515119882,-0.0545883807939339,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","Human Original","Human Original",-0.087601748237278,-0.110400321023426,-0.0640139460157427,1,TRUE
"MemoryCondition","Condition","Human Forgery","AI-Generated","New Items","Human Original",0.0792799794354709,0.0575640207710967,0.101210588694406,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","AI-Generated","Human Original",-0.0661307744530626,-0.0896873875468619,-0.0428862170566984,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","Human Forgery","Human Original",-0.0707175915589547,-0.0931962270111983,-0.0474049994494981,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","Human Original","Human Original",-0.0791609915151261,-0.104390734030891,-0.0538136748376511,1,TRUE
"MemoryCondition","Condition","Human Original","AI-Generated","New Items","Human Original",0.0878274143934621,0.0647242480965254,0.110634919566487,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","AI-Generated","Human Original",-0.177381582105937,-0.201342715084579,-0.154554880822072,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Forgery","Human Original",-0.182049256217047,-0.20543297448633,-0.15886743912363,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","Human Original","Human Original",-0.190304091437638,-0.214658751282643,-0.166789570283654,1,TRUE
"MemoryCondition","Condition","New Items","AI-Generated","New Items","Human Original",-0.0236845313628513,-0.031591868385834,-0.0160522213803219,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Forgery","Human Forgery","Human Forgery",-0.00158629883963471,-0.0130090086866782,0.00967356475135549,0.60625,FALSE
"MemoryCondition","Condition","AI-Generated","Human Forgery","Human Original","Human Forgery",0.00194812715434711,-0.00932725898872459,0.0127572323311077,0.63375,FALSE
"MemoryCondition","Condition","Human Forgery","Human Forgery","Human Original","Human Forgery",0.00353373945974535,-0.00738805275082233,0.0151899977385643,0.727,FALSE
"MemoryCondition","Condition","New Items","Human Forgery","AI-Generated","Human Forgery",-0.0484250832151071,-0.059446671733214,-0.0383460418568209,1,TRUE
"MemoryCondition","Condition","New Items","Human Forgery","Human Forgery","Human Forgery",-0.050180869565617,-0.0611824787887451,-0.0398321663512833,1,TRUE
"MemoryCondition","Condition","New Items","Human Forgery","Human Original","Human Forgery",-0.04654678908804,-0.0570056611631134,-0.0367932170916111,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Forgery","AI-Generated","Human Original",-0.148642110799023,-0.169747979621608,-0.129526206179821,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Forgery","Human Forgery","Human Original",-0.153404381998654,-0.173062469243039,-0.134761578642517,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Forgery","Human Original","Human Original",-0.161655211211228,-0.181839589655607,-0.142923492959117,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Forgery","New Items","Human Original",0.00472065895525815,-0.00883667352123836,0.0195001169676506,0.753,FALSE
"MemoryCondition","Condition","Human Forgery","Human Forgery","AI-Generated","Human Original",-0.147142051418263,-0.167657367993873,-0.12853798014261,1,TRUE
"MemoryCondition","Condition","Human Forgery","Human Forgery","Human Forgery","Human Original",-0.151734953678232,-0.172381577009709,-0.132115621916361,1,TRUE
"MemoryCondition","Condition","Human Forgery","Human Forgery","Human Original","Human Original",-0.15977983058918,-0.179901836335813,-0.141366479293011,1,TRUE
"MemoryCondition","Condition","Human Forgery","Human Forgery","New Items","Human Original",0.00667286699930822,-0.00771683018067086,0.0206388529446329,0.822,FALSE
"MemoryCondition","Condition","Human Original","Human Forgery","AI-Generated","Human Original",-0.15056060614957,-0.171131181494618,-0.132426571335923,1,TRUE
"MemoryCondition","Condition","Human Original","Human Forgery","Human Forgery","Human Original",-0.155168824271049,-0.175730012715916,-0.136636070100447,1,TRUE
"MemoryCondition","Condition","Human Original","Human Forgery","Human Original","Human Original",-0.163650118055392,-0.18533689333637,-0.144200396641069,1,TRUE
"MemoryCondition","Condition","Human Original","Human Forgery","New Items","Human Original",0.00302642155687251,-0.0109773229153324,0.016870032227279,0.67025,FALSE
"MemoryCondition","Condition","New Items","Human Forgery","AI-Generated","Human Original",-0.197449459290735,-0.220365566657896,-0.176568696986493,1,TRUE
"MemoryCondition","Condition","New Items","Human Forgery","Human Forgery","Human Original",-0.201990585805718,-0.224439974601624,-0.180982834521972,1,TRUE
"MemoryCondition","Condition","New Items","Human Forgery","Human Original","Human Original",-0.210186722532512,-0.233080112594517,-0.189066453987447,1,TRUE
"MemoryCondition","Condition","New Items","Human Forgery","New Items","Human Original",-0.0434856093694016,-0.0513561736393993,-0.0368266794737981,1,TRUE
"MemoryCondition","Condition","AI-Generated","Human Original","Human Forgery","Human Original",-0.00440547337696988,-0.0229559938946891,0.0139213383247109,0.68875,FALSE
"MemoryCondition","Condition","AI-Generated","Human Original","Human Original","Human Original",-0.0130200912592565,-0.0307929559304137,0.00534171400904822,0.91425,FALSE
"MemoryCondition","Condition","Human Forgery","Human Original","Human Original","Human Original",-0.00838029195276221,-0.0262605120839576,0.010082133052912,0.81575,FALSE
"MemoryCondition","Condition","New Items","Human Original","AI-Generated","Human Original",-0.153840146749415,-0.180598337027978,-0.12839190186664,1,TRUE
"MemoryCondition","Condition","New Items","Human Original","Human Forgery","Human Original",-0.158511360856411,-0.184567991981195,-0.132929180104368,1,TRUE
"MemoryCondition","Condition","New Items","Human Original","Human Original","Human Original",-0.166598167693475,-0.193140570912727,-0.141055399336086,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","AI-Generated","AI-Generated",0.428588428191134,0.379155842227952,0.47704222793431,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Forgery","AI-Generated",0.434190143764716,0.388751787041113,0.481393063738932,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Original","AI-Generated",0.426458796263558,0.378143388314638,0.473138724430033,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","New Items","AI-Generated",0.537962959044267,0.506254120274434,0.568347816723179,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","AI-Generated","AI-Generated",0.429016227383216,0.381489857207017,0.474013128379133,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Forgery","AI-Generated",0.434200104477841,0.387073656344514,0.481574130219998,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Original","AI-Generated",0.426467210499592,0.379041725297361,0.471337054652629,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","New Items","AI-Generated",0.53752090878323,0.507563028122083,0.567329802949823,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","AI-Generated","AI-Generated",0.41567031002006,0.368382820455162,0.460736831922684,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Forgery","AI-Generated",0.421076248629178,0.374308830178649,0.466837373399762,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Original","AI-Generated",0.412938420891471,0.36342362326842,0.461119894630165,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","New Items","AI-Generated",0.52478034275751,0.492696988026933,0.554717233021608,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","AI-Generated","AI-Generated",0.740466386429953,0.72184539898384,0.756793636218996,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Forgery","AI-Generated",0.746453465247269,0.727930964190328,0.762797310986625,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Original","AI-Generated",0.738369389774539,0.720035077168157,0.754144114270605,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","New Items","AI-Generated",0.849914553710613,0.827532203160578,0.867686159687183,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","AI-Generated","Human Forgery",0.509242163230556,0.468699868213389,0.547825576722511,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Forgery","Human Forgery",0.507343293292886,0.469333542362284,0.546408981135163,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Original","Human Forgery",0.510903680017381,0.473267831941788,0.548018994132101,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","New Items","Human Forgery",0.557667571867868,0.52449918271998,0.59016386519031,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","AI-Generated","Human Forgery",0.508940835484684,0.470392120688913,0.545631424088924,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Forgery","Human Forgery",0.507010520292799,0.468819770840755,0.545435995428853,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Original","Human Forgery",0.510672085635734,0.473292260479296,0.54778695627618,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","New Items","Human Forgery",0.557428275093447,0.525499480559546,0.589765289906289,1,TRUE
