"Model","Predictor","Level1","Response1","Level2","Response2","Median","CI_low","CI_high","pd","Credible"
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Original","AI-Generated",-0.117130693911269,-0.135916095638974,-0.100199121766599,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","Human Forgery","AI-Generated",-0.0688516629306233,-0.0889770732010875,-0.0502459902099844,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","Human Original","AI-Generated",-0.0479663448916111,-0.0606347633944873,-0.0350689619586545,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","AI Copy","Human Forgery",-0.0106259163956494,-0.0250064336819395,0.00325918160964815,0.93525,FALSE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Copy","Human Forgery",0.0100144483354075,-0.00653446106277184,0.0264973070509647,0.87575,FALSE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Original","Human Forgery",0.0202521200422356,0.00424637514487701,0.0374612902394054,0.99375,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Copy","Human Forgery",0.00796433046635012,-0.00459694383307672,0.0195833899826258,0.8995,FALSE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Original","Human Forgery",0.0185690583982378,0.00606895881955816,0.030515374159629,0.99875,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","Human Forgery","Human Forgery",-0.00203144275597256,-0.0170770547524725,0.0128996087393004,0.59875,FALSE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","AI Copy","Not recognized",-0.520026402794459,-0.54271685564171,-0.496469865696095,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","AI Original","Not recognized",-0.505859842780899,-0.526813667224431,-0.483395874591746,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","Human Forgery","Not recognized",-0.499664220541549,-0.526002055206122,-0.473966142548336,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","Human Original","Not recognized",-0.501383352160693,-0.517596666852975,-0.485646590749988,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","AI Copy","Not recognized",-0.530493783311993,-0.5521209088607,-0.509995797454106,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","AI Original","Not recognized",-0.51669551341813,-0.539748617491362,-0.491699235343222,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","Human Forgery","Not recognized",-0.510484378800949,-0.536518175835322,-0.483586250350714,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","Human Original","Not recognized",-0.512218626167917,-0.528498322483985,-0.495403895770618,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Copy","Not recognized",-0.510340549217026,-0.532494314998368,-0.487328019016233,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Original","Not recognized",-0.495851905943951,-0.518613622076338,-0.472337280110299,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","Human Forgery","Not recognized",-0.489757707089274,-0.52043758604651,-0.459361064390864,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","Human Original","Not recognized",-0.491936676938339,-0.51036438442908,-0.472351425586215,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Copy","Not recognized",-0.512204628889581,-0.532272535130424,-0.492462273853447,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Original","Not recognized",-0.497929414506172,-0.518269731390845,-0.476560524866474,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","Human Forgery","Not recognized",-0.491849185892792,-0.517102015808491,-0.466148910225508,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","Human Original","Not recognized",-0.493761858072719,-0.510172442240508,-0.476832158423525,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Copy","AI-Generated",0.0376640704891814,0.0132929248675869,0.0634070766674924,0.99875,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Original","AI-Generated",0.00802527232726688,-0.015367817670131,0.0303179937401097,0.7475,FALSE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Forgery","AI-Generated",0.056301621734291,0.0318671912262746,0.0802324037864389,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Original","AI-Generated",0.0770673953787978,0.0589089023599592,0.0959281268424774,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Copy","AI-Generated",0.032559605036594,0.0106094565969425,0.0548539342490588,0.997,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Original","AI-Generated",0.00271520152534444,-0.023517886034312,0.0297940159254395,0.58625,FALSE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Forgery","AI-Generated",0.0510007204310114,0.0257040798669082,0.0756974523241148,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Original","AI-Generated",0.072114261124826,0.0535330066265272,0.091424460823663,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Copy","AI-Generated",0.0663233007531632,0.0407911891076932,0.0931163454913227,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Original","AI-Generated",0.0369621934752455,0.00932833677252668,0.0633610657200144,0.9955,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Forgery","AI-Generated",0.085074111089864,0.0535249686271557,0.116055655288804,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Original","AI-Generated",0.105697443687683,0.0838647903605813,0.129375590929379,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Copy","AI-Generated",0.0877822830780423,0.069111794748244,0.106520888269829,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Original","AI-Generated",0.0578074634399459,0.0375664961961606,0.0780653399384638,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Forgery","AI-Generated",0.106341781795195,0.0844130403403979,0.12726471883595,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Original","AI-Generated",0.127355679671518,0.110205165542619,0.144109233557891,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Copy","Human Forgery",0.133101323978023,0.113247259023328,0.153779935741289,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Original","Human Forgery",0.143823517106787,0.12497134471336,0.1625527099135,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Forgery","Human Forgery",0.123459278394881,0.102989380333835,0.144934788770311,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Original","Human Forgery",0.125068710245831,0.108104007912687,0.142942196879891,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Copy","Human Forgery",0.12821386722957,0.109429474131985,0.147569376778947,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Original","Human Forgery",0.138987435012364,0.117930875292958,0.159359234645772,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Forgery","Human Forgery",0.118503288005269,0.0962923777927074,0.139202971787829,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Original","Human Forgery",0.120297364173431,0.102099453919978,0.138640396508448,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Copy","Human Forgery",0.161920787478349,0.138953564806512,0.18562360257802,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Original","Human Forgery",0.172487041979842,0.149849851561998,0.196371348285664,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Forgery","Human Forgery",0.152269129744936,0.125848462945908,0.179439288678486,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Original","Human Forgery",0.154011583095196,0.131890195951102,0.177158733736729,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Copy","Human Forgery",0.183140637383403,0.167852609902239,0.198392077948197,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Original","Human Forgery",0.193879186572606,0.178808315756554,0.208786772196222,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Forgery","Human Forgery",0.17320668256932,0.155884233586779,0.19112236820302,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Original","Human Forgery",0.17531157055548,0.160363215055685,0.190224680546216,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Copy","Human Original",-0.00475508716793291,-0.0284445115720316,0.0182864878975309,0.66125,FALSE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Copy","Human Original",0.0288541027407895,0.00272086118574206,0.0558016607541469,0.98525,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Original","Human Original",0.0337286177708278,0.00727588889807631,0.060715495002858,0.994,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Copy","Human Original",0.0499898152689703,0.0292187862574833,0.0707154039029318,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Original","Human Original",0.0548507645466927,0.0341056484063688,0.0759651315684854,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Forgery","Human Original",0.0214492287255672,-0.00336209186947045,0.0451919060541264,0.95225,FALSE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Copy","Not recognized",-0.386937571141182,-0.417369747921227,-0.35648250732747,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","AI Original","Not recognized",-0.372410633984719,-0.396919022622689,-0.346623118658791,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Forgery","Not recognized",-0.366450815988557,-0.395478317308152,-0.337106502230411,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Original","Human Original","Not recognized",-0.368463952618854,-0.388061736908436,-0.347354380965309,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Copy","Not recognized",-0.391500138152073,-0.416812076578353,-0.367965722333927,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","AI Original","Not recognized",-0.377846529446013,-0.40843236069071,-0.344840579910556,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Forgery","Not recognized",-0.371437562963675,-0.40018611040517,-0.342447884649427,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Original","Human Original","Not recognized",-0.373318923886444,-0.393975504559977,-0.3523589427671,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Copy","Not recognized",-0.357862341182936,-0.386645143464415,-0.329887212224183,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","AI Original","Not recognized",-0.343758455931218,-0.372030920485872,-0.314833415020425,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Forgery","Not recognized",-0.337824623740789,-0.377795621028551,-0.296198389108924,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Original","Human Original","Not recognized",-0.339826016997192,-0.364067590722745,-0.314296682644581,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Copy","Not recognized",-0.336722822620438,-0.35836151957386,-0.314645398970245,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","AI Original","Not recognized",-0.322719735017924,-0.344728876017739,-0.299760619473391,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Forgery","Not recognized",-0.316562468473223,-0.344065485906638,-0.288789800038605,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Original","Human Original","Not recognized",-0.318482731743462,-0.340816259832505,-0.295793403827443,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Not recognized","AI Copy","Not recognized",-0.0143135208465445,-0.0422642840646864,0.0133927792992784,0.84775,FALSE
"MemoryConditionBelief","Belief","Human Forgery","Not recognized","AI Copy","Not recognized",-0.0202537057140839,-0.0517770632782237,0.0104208299584034,0.90125,FALSE
"MemoryConditionBelief","Belief","Human Forgery","Not recognized","AI Original","Not recognized",-0.00611943832594741,-0.0375002000701358,0.0266181684696313,0.65,FALSE
"MemoryConditionBelief","Belief","Human Original","Not recognized","AI Copy","Not recognized",-0.0182982767031064,-0.0416837015123714,0.00383814099152174,0.94425,FALSE
"MemoryConditionBelief","Belief","Human Original","Not recognized","AI Original","Not recognized",-0.00416566125133389,-0.0278415168396366,0.0206034990467779,0.63625,FALSE
"MemoryConditionBelief","Belief","Human Original","Not recognized","Human Forgery","Not recognized",0.00199209543052825,-0.0256300467623263,0.0288890893879187,0.554,FALSE
