"Item","Participant","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion"
"30211.jpg","S016","AI-Generated",7,"Blue",1536,864,0.75,0.666666666666667,0.666666666666667,0.6,32,1,1,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,NA,NA,"Positive - Low intensity"
"30215.jpg","S016","Human Forgery",31,"Green",1536,864,0.833333333333333,0.833333333333333,0.666666666666667,0.6,16,0.65,0.65,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,NA,NA,"Positive - Low intensity"
"30403.jpg","S016","Human Original",29,"Red",1536,864,0.916666666666667,0.833333333333333,0.833333333333333,0.8,1,0.85,0.65,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,NA,NA,"Positive - Low intensity"
"30408.jpg","S016","Human Forgery",20,"Green",1536,864,0.75,0.5,0.333333333333333,0.6,48,0.24,0.84,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"30620.jpg","S016","Human Forgery",63,"Green",1536,864,0.766666666666667,0.833333333333333,0.833333333333333,0.6,15,0.65,0.65,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30622.jpg","S016","AI-Generated",41,"Blue",1536,864,0.333333333333333,0.333333333333333,0.166666666666667,0.4,12,0.65,0.65,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,NA,NA,"Positive - Low intensity"
"31006.jpg","S016","Human Forgery",43,"Green",1536,864,0.666666666666667,0.666666666666667,0.666666666666667,0.6,18,0.35,0.655,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,NA,NA,"Positive - Low intensity"
"40207.jpg","S016","AI-Generated",34,"Blue",1536,864,0.833333333333333,0.333333333333333,0.666666666666667,0.6,63,1,1,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,NA,NA,"Negative - High intensity"
"40215.jpg","S016","Human Forgery",33,"Green",1536,864,0.916666666666667,1,0.833333333333333,0.8,44,1,1,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,NA,NA,"Negative - Low intensity"
"40224.jpg","S016","Human Original",25,"Red",1536,864,0.833333333333333,0.833333333333333,0.666666666666667,0.6,29,0.9,0.25,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,NA,NA,"Positive - High intensity"
"40229.jpg","S016","Human Forgery",18,"Green",1536,864,0.833333333333333,0.333333333333333,0.833333333333333,0.6,39,0.15,1,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S016","AI-Generated",27,"Blue",1536,864,0.5,0.5,0.166666666666667,0.4,35,0,1,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S016","AI-Generated",38,"Blue",1536,864,0.75,0.5,0.666666666666667,0.8,46,0.85,0.85,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S016","AI-Generated",59,"Blue",1536,864,0.883333333333333,0.666666666666667,0.5,0.6,28,1,0.25,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S016","Human Original",57,"Red",1536,864,0.833333333333333,0.666666666666667,0.666666666666667,0.6,40,0.55,0.75,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S016","Human Original",51,"Red",1536,864,0.916666666666667,0.666666666666667,1,1,55,0.25,1,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"50815.jpg","S016","AI-Generated",58,"Blue",1536,864,0.683333333333333,0.5,0.5,0.6,57,1,1,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,NA,NA,"Positive - High intensity"
"50937.jpg","S016","AI-Generated",45,"Blue",1536,864,0.583333333333333,0.666666666666667,0.666666666666667,0.6,59,1,1,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,NA,NA,"Negative - Low intensity"
"51003.jpg","S016","AI-Generated",28,"Blue",1536,864,0.333333333333333,0.333333333333333,0,0.4,64,1,0,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,NA,NA,"Positive - Low intensity"
"51204.jpg","S016","Human Forgery",13,"Green",1536,864,0.833333333333333,0.833333333333333,0.666666666666667,0.6,21,0.95,0.95,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - High intensity"
"51208.jpg","S016","Human Forgery",56,"Green",1536,864,0.833333333333333,0.666666666666667,0.666666666666667,0.6,20,0.9,0.9,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,NA,NA,"Positive - High intensity"
"51322.jpg","S016","Human Forgery",9,"Green",1536,864,0.666666666666667,0.666666666666667,0.833333333333333,0.6,23,1,1,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"51323.jpg","S016","Human Original",16,"Red",1536,864,0.666666666666667,0.666666666666667,0.5,0.4,54,0.26,1,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,NA,NA,"Positive - Low intensity"
"51326.jpg","S016","Human Forgery",50,"Green",1536,864,0.866666666666667,0.666666666666667,0.833333333333333,0.6,53,1,1,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"51328.jpg","S016","Human Original",26,"Red",1536,864,0.583333333333333,0.5,0,0.2,56,0.24,0.22,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,NA,NA,"Negative - Low intensity"
"10130.jpg","S290","AI-Generated",7,"Green",1080,707,0.325,0.666666666666667,0.166666666666667,0.2,48,0.085,0.245,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,0,0.045,"Positive - High intensity"
"10224.jpg","S290","AI-Generated",24,"Green",1080,707,0.403333333333333,0.166666666666667,0.5,0,27,0.575,0.345,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,0,0.156666666666667,"Negative - High intensity"
"10226.jpg","S290","Human Original",40,"Red",1080,707,0.5,0.5,0.5,0.4,19,0.635,0.445,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,0,0.293333333333333,"Positive - High intensity"
"10229.jpg","S290","Human Original",8,"Red",1080,707,0.608333333333333,0.5,0.666666666666667,0.4,8,0.11,0.76,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,0,0.298333333333333,"Negative - Low intensity"
"10514.jpg","S290","AI-Generated",1,"Green",1080,707,0.771666666666667,0.833333333333333,0.333333333333333,0.4,13,0.82,0.815,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,0.166666666666667,0.54,"Positive - High intensity"
"10601.jpg","S290","Human Original",32,"Red",1080,707,0.655,0.666666666666667,0.5,0.4,26,0.245,0.345,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,0,0.638333333333333,"Positive - High intensity"
"10609.jpg","S290","Human Forgery",26,"Blue",1080,707,0.565,0.666666666666667,0.333333333333333,0.4,9,0.205,0.17,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,0,0.58,"Positive - High intensity"
"10624.jpg","S290","AI-Generated",42,"Green",1080,707,0.0833333333333333,0.166666666666667,0.166666666666667,0,1,0.35,0.28,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,0,0.27,"Negative - Low intensity"
"10632.jpg","S290","Human Forgery",34,"Blue",1080,707,0.338333333333333,0.333333333333333,0.166666666666667,0,21,0.15,0.345,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,0.166666666666667,0.548333333333333,"Negative - Low intensity"
"10648.jpg","S290","Human Original",4,"Red",1080,707,0.691666666666667,0.666666666666667,1,0.6,3,0.835,0.155,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,0,0.108333333333333,"Negative - High intensity"
"11014.jpg","S290","AI-Generated",6,"Green",1080,707,0.445,0.5,0.833333333333333,0.4,14,0.235,0.625,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,0,0.04,"Negative - High intensity"
"11016.jpg","S290","Human Forgery",21,"Blue",1080,707,0.136666666666667,0.166666666666667,0.166666666666667,0,11,0.75,0.205,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,0,0.11,"Negative - High intensity"
"11026.jpg","S290","Human Original",9,"Red",1080,707,0.53,0.666666666666667,0.5,0.2,47,0.16,0.74,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,0,0.39,"Positive - High intensity"
"11122.jpg","S290","Human Original",35,"Red",1080,707,0.115,0.166666666666667,0.333333333333333,0,30,0.04,0.53,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,0,0.295,"Negative - High intensity"
"11126.jpg","S290","AI-Generated",13,"Green",1080,707,0.57,0.833333333333333,0.666666666666667,0.4,2,0.1,0.705,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,0,0.553333333333333,"Negative - High intensity"
"11127.jpg","S290","Human Forgery",46,"Blue",1080,707,0.181666666666667,0.166666666666667,0.5,0.2,45,0.155,0.165,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,0,0.171666666666667,"Negative - High intensity"
"20127.jpg","S290","Human Forgery",39,"Blue",1080,707,0.108333333333333,0.166666666666667,0.166666666666667,0,24,0.01,0.555,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,0,0.318333333333333,"Negative - Low intensity"
"20501.jpg","S290","Human Forgery",16,"Blue",1080,707,0.34,0.333333333333333,0.166666666666667,0,36,0.58,0.18,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,0,0.233333333333333,"Negative - Low intensity"
"20714.jpg","S290","Human Forgery",18,"Blue",1080,707,0.06,0.166666666666667,0,0,31,0.19,0.23,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,0,0.0733333333333333,"Negative - High intensity"
"20718.jpg","S290","Human Original",11,"Red",1080,707,0.336666666666667,0.5,0.833333333333333,0.6,39,0.215,0.395,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,0,0.241666666666667,"Negative - High intensity"
"21019.jpg","S290","Human Forgery",3,"Blue",1080,707,0,0,0,0,46,0.06,0.565,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,0,0.12,"Positive - High intensity"
"21022.jpg","S290","Human Original",48,"Red",1080,707,0.338333333333333,0.5,0.166666666666667,0,22,0.6,0.595,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,0,0.318333333333333,"Positive - High intensity"
"30201.jpg","S290","Human Original",14,"Red",1080,707,0.896666666666667,1,0.833333333333333,0.8,23,0.955,0.84,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,0.166666666666667,0.743333333333333,"Positive - Low intensity"
"30211.jpg","S290","Human Forgery",28,"Blue",1080,707,0.531666666666667,0.666666666666667,0.833333333333333,0.4,35,0.745,0.77,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,0.5,0.851666666666667,"Positive - Low intensity"
"30215.jpg","S290","Human Original",15,"Red",1080,707,0.99,1,1,0.8,5,0.91,0.885,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,0.166666666666667,0.791666666666667,"Positive - Low intensity"
"30403.jpg","S290","AI-Generated",37,"Green",1080,707,0.81,0.833333333333333,0.5,0.6,44,0.855,0.76,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,0.333333333333333,0.898333333333333,"Positive - Low intensity"
"30408.jpg","S290","Human Forgery",38,"Blue",1080,707,0.846666666666667,0.833333333333333,1,0.6,33,0.87,0.84,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,0,0.863333333333333,"Positive - Low intensity"
"30620.jpg","S290","AI-Generated",19,"Green",1080,707,0.768333333333333,0.666666666666667,0.666666666666667,0.4,20,0.835,0.685,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,0,0.591666666666667,"Positive - Low intensity"
"30622.jpg","S290","Human Original",23,"Red",1080,707,0.5,0.5,0.333333333333333,0.4,18,0.78,0.655,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,0.333333333333333,0.675,"Positive - Low intensity"
"31006.jpg","S290","Human Original",30,"Red",1080,707,0.866666666666667,0.833333333333333,1,0.6,4,0.865,0.815,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,0.666666666666667,0.8,"Positive - Low intensity"
