"Item","Participant","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion"
"20714.jpg","S247","Human Original",8,"Green",1280,720,0.45,0.166666666666667,0.833333333333333,0,4,0.12,0.84,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,0,0.0383333333333333,"Negative - High intensity"
"20718.jpg","S247","AI-Generated",22,"Red",1280,720,0,0,0.5,0,25,0.045,0.585,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,0,0.0183333333333333,"Negative - High intensity"
"21019.jpg","S247","Human Original",2,"Green",1280,720,0.106666666666667,0.5,0,0,34,0.65,0.58,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,0,0.305,"Positive - High intensity"
"21022.jpg","S247","AI-Generated",15,"Red",1280,720,0.553333333333333,0.666666666666667,0.833333333333333,0.2,24,0.675,0.62,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,0,0.246666666666667,"Positive - High intensity"
"30201.jpg","S247","Human Forgery",16,"Blue",1280,720,0.84,0.833333333333333,0.166666666666667,0.4,3,0.11,0,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,0.5,0.626666666666667,"Positive - Low intensity"
"30211.jpg","S247","Human Original",37,"Green",1280,720,0.828333333333333,0.833333333333333,0.5,0.6,29,0.98,0.96,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,0.333333333333333,0.625,"Positive - Low intensity"
"30215.jpg","S247","AI-Generated",5,"Red",1280,720,0.425,0.333333333333333,0,0,7,0,0.665,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,0,0.483333333333333,"Positive - Low intensity"
"30403.jpg","S247","AI-Generated",25,"Red",1280,720,0.818333333333333,0.833333333333333,0.166666666666667,0.4,41,0.44,0.44,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,0.666666666666667,0.578333333333333,"Positive - Low intensity"
"30408.jpg","S247","Human Forgery",42,"Blue",1280,720,0.728333333333333,0.666666666666667,0.666666666666667,0.4,47,0.145,0.145,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,0.833333333333333,0.676666666666667,"Positive - Low intensity"
"30620.jpg","S247","Human Forgery",13,"Blue",1280,720,0.713333333333333,0.833333333333333,0.166666666666667,0.4,48,0.565,0.42,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,0.333333333333333,0.558333333333333,"Positive - Low intensity"
"30622.jpg","S247","Human Original",11,"Green",1280,720,0.858333333333333,0.833333333333333,0.166666666666667,0.6,27,0.925,0.39,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,0.333333333333333,0.61,"Positive - Low intensity"
"31006.jpg","S247","Human Original",9,"Green",1280,720,0.665,0.666666666666667,0.666666666666667,0.4,16,0.575,0.605,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,0.5,0.516666666666667,"Positive - Low intensity"
"40207.jpg","S247","Human Original",12,"Green",1280,720,0.108333333333333,0,1,0.4,46,0.84,0.875,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,0.333333333333333,0.0633333333333333,"Negative - High intensity"
"40215.jpg","S247","AI-Generated",6,"Red",1280,720,0.561666666666667,0.666666666666667,0.666666666666667,0.4,5,0.155,0.9,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,0.166666666666667,0.113333333333333,"Negative - Low intensity"
"40224.jpg","S247","Human Original",7,"Green",1280,720,0.543333333333333,0.666666666666667,0.666666666666667,0.4,35,0.61,0.39,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,0,0.243333333333333,"Positive - High intensity"
"40229.jpg","S247","Human Forgery",39,"Blue",1280,720,0,0,0.5,0,26,0.385,0.425,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,0,0.015,"Negative - High intensity"
"40303.jpg","S247","Human Forgery",35,"Blue",1280,720,0.0233333333333334,0,0.666666666666667,0,15,0.28,0.71,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,0,0.0333333333333334,"Negative - High intensity"
"40309.jpg","S247","Human Original",45,"Green",1280,720,0.386666666666667,0.5,0.666666666666667,0.2,23,0.98,0.98,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,0,0.378333333333333,"Negative - Low intensity"
"40716.jpg","S247","Human Forgery",32,"Blue",1280,720,0.616666666666667,0.833333333333333,0.166666666666667,0.4,11,0.985,0.98,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,0.5,0.5,"Positive - Low intensity"
"41004.jpg","S247","AI-Generated",18,"Red",1280,720,0.25,0.5,0.666666666666667,0.2,30,0.385,0.42,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,0,0.371666666666667,"Negative - Low intensity"
"41026.jpg","S247","Human Forgery",30,"Blue",1280,720,0.5,0.5,0.833333333333333,0,13,1,0.06,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,0,0.5,"Negative - Low intensity"
"50815.jpg","S247","Human Original",27,"Green",1280,720,0.75,1,0.5,0.4,17,0.7,0.29,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,0.166666666666667,0.783333333333333,"Positive - High intensity"
"50937.jpg","S247","AI-Generated",28,"Red",1280,720,0.5,0.5,0.666666666666667,0,2,1,1,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,0,0.283333333333333,"Negative - Low intensity"
"51003.jpg","S247","Human Forgery",4,"Blue",1280,720,0.5,0.5,0.166666666666667,0.2,14,0.16,0.38,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,0,0.615,"Positive - Low intensity"
"51204.jpg","S247","Human Original",48,"Green",1280,720,0.65,0.833333333333333,0.5,0.4,28,0.375,0.395,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,0,0.403333333333333,"Positive - High intensity"
"51208.jpg","S247","Human Forgery",3,"Blue",1280,720,0.685,0.666666666666667,0.166666666666667,0.4,36,0.885,0.6,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,0,0.516666666666667,"Positive - High intensity"
"51322.jpg","S247","Human Original",36,"Green",1280,720,0.5,0.5,0,0,31,0.405,0.58,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,0,0.5,"Negative - Low intensity"
"51323.jpg","S247","AI-Generated",31,"Red",1280,720,0.5,0.5,0,0,1,0,1,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,0,0.403333333333333,"Positive - Low intensity"
"51326.jpg","S247","Human Forgery",38,"Blue",1280,720,0.715,1,0.666666666666667,0.4,12,0.18,0.105,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,0,0.575,"Positive - Low intensity"
"51328.jpg","S247","AI-Generated",24,"Red",1280,720,0.0633333333333333,0.166666666666667,0.333333333333333,0,43,0.545,0.565,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,0,0.178333333333333,"Negative - Low intensity"
"10130.jpg","S006","Human Forgery",36,"Green",1792,1120,0.535,0.5,0.5,0,50,0.625,0.61,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,NA,NA,"Positive - High intensity"
"10224.jpg","S006","AI-Generated",37,"Red",1792,1120,0.383333333333333,0.333333333333333,0.166666666666667,0,14,0.335,0.5,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,NA,NA,"Negative - High intensity"
"10226.jpg","S006","Human Original",60,"Blue",1792,1120,0.55,0.5,0.333333333333333,0,9,0.78,0.59,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,NA,NA,"Positive - High intensity"
"10229.jpg","S006","Human Original",48,"Blue",1792,1120,0.69,0.5,0.333333333333333,0.4,64,0.715,0.625,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"10514.jpg","S006","Human Forgery",40,"Green",1792,1120,0.576666666666667,0.5,0.166666666666667,0,22,0.315,0.5,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,NA,NA,"Positive - High intensity"
"10601.jpg","S006","Human Original",46,"Blue",1792,1120,0.766666666666667,0.666666666666667,0.5,0.6,5,0.68,0.5,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,NA,NA,"Positive - High intensity"
"10609.jpg","S006","Human Forgery",3,"Green",1792,1120,0.75,0.833333333333333,0.5,0.2,44,0.645,0.635,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,NA,NA,"Positive - High intensity"
"10624.jpg","S006","Human Original",39,"Blue",1792,1120,0.546666666666667,0.5,0.166666666666667,0,26,0.425,0.5,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"10632.jpg","S006","Human Forgery",23,"Green",1792,1120,0.6,0.5,0.166666666666667,0,27,0.635,0.72,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,NA,NA,"Negative - Low intensity"
"10648.jpg","S006","Human Forgery",31,"Green",1792,1120,0.7,0.5,0.833333333333333,0.2,62,0.68,0.665,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11014.jpg","S006","AI-Generated",12,"Red",1792,1120,0.516666666666667,0.333333333333333,0.666666666666667,0,20,0.155,0.5,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,NA,NA,"Negative - High intensity"
"11016.jpg","S006","AI-Generated",10,"Red",1792,1120,0.45,0.333333333333333,0.5,0,39,0.37,0.5,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11026.jpg","S006","Human Original",29,"Blue",1792,1120,0.716666666666667,0.5,0.666666666666667,0.4,24,0.4,0.5,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,NA,NA,"Positive - High intensity"
"11122.jpg","S006","Human Forgery",61,"Green",1792,1120,0.54,0.333333333333333,0.833333333333333,0.2,53,0.615,0.63,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,NA,NA,"Negative - High intensity"
"11126.jpg","S006","AI-Generated",56,"Red",1792,1120,0.483333333333333,0.5,0.166666666666667,0,57,0.275,0.5,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,NA,NA,"Negative - High intensity"
"11127.jpg","S006","Human Original",38,"Blue",1792,1120,0.73,0.5,0.833333333333333,0.6,34,0.635,0.705,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,NA,NA,"Negative - High intensity"
"20127.jpg","S006","Human Original",43,"Blue",1792,1120,0.531666666666667,0.5,0.166666666666667,0,43,0.625,0.635,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,NA,NA,"Negative - Low intensity"
"20501.jpg","S006","Human Original",32,"Blue",1792,1120,0.633333333333333,0.5,0.5,0.2,55,0.65,0.37,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,NA,NA,"Negative - Low intensity"
"20714.jpg","S006","Human Original",52,"Blue",1792,1120,0.606666666666667,0.5,0.166666666666667,0,52,0.345,0.5,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,NA,NA,"Negative - High intensity"
"20718.jpg","S006","AI-Generated",28,"Red",1792,1120,0.5,0.5,0.5,0,25,0.555,0.545,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,NA,NA,"Negative - High intensity"
"21019.jpg","S006","AI-Generated",44,"Red",1792,1120,0.385,0.166666666666667,0.666666666666667,0,32,0.285,0.5,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,NA,NA,"Positive - High intensity"
"21022.jpg","S006","Human Forgery",18,"Green",1792,1120,0.533333333333333,0.333333333333333,0.666666666666667,0,38,0.665,0.5,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,NA,NA,"Positive - High intensity"
"30201.jpg","S006","Human Forgery",6,"Green",1792,1120,0.6,0.5,0.166666666666667,0,19,0.57,0.555,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30211.jpg","S006","Human Original",35,"Blue",1792,1120,0.541666666666667,0.5,0.166666666666667,0,37,0.65,0.315,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,NA,NA,"Positive - Low intensity"
"30215.jpg","S006","Human Original",25,"Blue",1792,1120,0.748333333333333,0.666666666666667,0.333333333333333,0.4,46,0.65,0.695,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,NA,NA,"Positive - Low intensity"
"30403.jpg","S006","Human Original",64,"Blue",1792,1120,0.801666666666667,0.666666666666667,0.333333333333333,0.4,56,0.675,0.675,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,NA,NA,"Positive - Low intensity"
"30408.jpg","S006","AI-Generated",1,"Red",1792,1120,0.666666666666667,0.666666666666667,0.333333333333333,0.2,4,0.62,0.5,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"30620.jpg","S006","AI-Generated",59,"Red",1792,1120,0.566666666666667,0.5,0.166666666666667,0,1,0.675,0.345,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30622.jpg","S006","Human Original",26,"Blue",1792,1120,0.905,0.833333333333333,0.5,0.6,3,0.57,0.55,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,NA,NA,"Positive - Low intensity"
"31006.jpg","S006","Human Forgery",22,"Green",1792,1120,0.785,0.666666666666667,0.166666666666667,0.4,17,0.38,0.5,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,NA,NA,"Positive - Low intensity"
"40207.jpg","S006","AI-Generated",41,"Red",1792,1120,0.565,0.333333333333333,0.5,0.2,63,0.645,0.365,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,NA,NA,"Negative - High intensity"
"40215.jpg","S006","Human Forgery",53,"Green",1792,1120,0.603333333333333,0.5,0.166666666666667,0,49,0.625,0.265,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,NA,NA,"Negative - Low intensity"
"40224.jpg","S006","Human Forgery",57,"Green",1792,1120,0.545,0.666666666666667,0.166666666666667,0,48,0.625,0.705,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,NA,NA,"Positive - High intensity"
"40229.jpg","S006","Human Forgery",20,"Green",1792,1120,0.516666666666667,0.166666666666667,0.333333333333333,0,6,0.575,0.685,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S006","Human Original",63,"Blue",1792,1120,0.533333333333333,0.333333333333333,0.666666666666667,0,60,0.625,0.635,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S006","Human Original",11,"Blue",1792,1120,0.666666666666667,0.5,0.333333333333333,0.2,54,0.245,0.5,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S006","AI-Generated",16,"Red",1792,1120,0.456666666666667,0.166666666666667,0.5,0,7,0.135,0.5,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S006","Human Forgery",45,"Green",1792,1120,0.635,0.5,0.166666666666667,0.2,47,0.2,0.5,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S006","Human Forgery",7,"Green",1792,1120,0.416666666666667,0.333333333333333,0.166666666666667,0,30,0.18,0.5,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"50815.jpg","S006","Human Original",27,"Blue",1792,1120,0.59,0.666666666666667,0.166666666666667,0.2,33,0.63,0.605,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,NA,NA,"Positive - High intensity"
"50937.jpg","S006","Human Original",19,"Blue",1792,1120,0.585,0.666666666666667,0.333333333333333,0.4,15,0.425,0.5,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,NA,NA,"Negative - Low intensity"
"51003.jpg","S006","AI-Generated",62,"Red",1792,1120,0.458333333333333,0.166666666666667,0.333333333333333,0,45,0.35,0.5,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,NA,NA,"Positive - Low intensity"
"51204.jpg","S006","AI-Generated",47,"Red",1792,1120,0.428333333333333,0.166666666666667,0.166666666666667,0,29,0.385,0.5,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - High intensity"
"51208.jpg","S006","Human Forgery",4,"Green",1792,1120,0.85,1,0.333333333333333,0.4,40,0.72,0.5,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,NA,NA,"Positive - High intensity"
"51322.jpg","S006","AI-Generated",24,"Red",1792,1120,0.55,0,0.166666666666667,0,28,0.59,0.33,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"51323.jpg","S006","Human Forgery",5,"Green",1792,1120,0.633333333333333,0.5,0.333333333333333,0,21,0.575,0.585,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,NA,NA,"Positive - Low intensity"
"51326.jpg","S006","Human Forgery",58,"Green",1792,1120,0.533333333333333,0.5,0.166666666666667,0,18,0.575,0.415,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"51328.jpg","S006","Human Original",34,"Blue",1792,1120,0.555,0.5,0.333333333333333,0.2,42,0.615,0.275,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,NA,NA,"Negative - Low intensity"
"10130.jpg","S074","AI-Generated",18,"Green",1366,768,0.616666666666667,0.666666666666667,0.166666666666667,0,43,0.075,0.12,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,0,0.683333333333333,"Positive - High intensity"
"10224.jpg","S074","AI-Generated",26,"Green",1366,768,0.616666666666667,0.333333333333333,0.333333333333333,0.4,8,0.715,0.33,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,0,0.25,"Negative - High intensity"
"10226.jpg","S074","Human Forgery",3,"Red",1366,768,0.266666666666667,0.5,0.166666666666667,0,47,0.1,0.065,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,0,0.216666666666667,"Positive - High intensity"
"10229.jpg","S074","Human Forgery",38,"Red",1366,768,0.583333333333333,0.333333333333333,0.166666666666667,0.2,13,0.685,0.385,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,0.166666666666667,0.566666666666667,"Negative - Low intensity"
"10514.jpg","S074","Human Original",27,"Blue",1366,768,0.633333333333333,0.666666666666667,0.166666666666667,0.4,29,0.835,0.85,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,0.333333333333333,0.616666666666667,"Positive - High intensity"
"10601.jpg","S074","Human Forgery",13,"Red",1366,768,0.616666666666667,0.333333333333333,0.166666666666667,0,33,0.25,0.075,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,0.166666666666667,0.616666666666667,"Positive - High intensity"
