"Model","Contrast","Parameter","Difference","CI_low","CI_high","Difference_pct","CI_low_pct","CI_high_pct","pd","Credible","Effect"
"BeautySRBetween","AI-Generated - Human Forgery","pmid",0.00570226266887753,-0.00124055767597583,0.0132072356312777,0.570226266887753,-0.124055767597583,1.32072356312777,0.94325,FALSE,"n.s."
"MeaningSR","AI-Generated - Human Original","response",-0.548191789576588,-0.658867046939389,-0.446839141026198,-9.13652982627647,-10.9811174489898,-7.4473190171033,1,TRUE,"Negative"
"MeaningSR","AI-Generated - Human Original","mu",-0.0762387097766379,-0.0922532777758836,-0.0607453036007075,-7.62387097766379,-9.22532777758836,-6.07453036007075,1,TRUE,"Negative"
"MeaningSR","AI-Generated - Human Original","phi",-0.210019395217397,-0.55813475811947,0.127102382108744,NA,NA,NA,0.8775,FALSE,"n.s."
"MeaningSR","AI-Generated - Human Original","pzero",0.0445089396489418,0.0250499931795734,0.0716816586925523,4.45089396489418,2.50499931795734,7.16816586925523,1,TRUE,"Positive"
"MeaningSR","Human Forgery - Human Original","response",-0.249853410276265,-0.320517023728224,-0.176624287856997,-4.16422350460442,-5.34195039547039,-2.94373813094994,1,TRUE,"Negative"
"MeaningSR","Human Forgery - Human Original","mu",-0.0374662843609023,-0.0486416160959444,-0.0260603517881559,-3.74662843609023,-4.86416160959444,-2.60603517881559,1,TRUE,"Negative"
"MeaningSR","Human Forgery - Human Original","phi",-0.0118788017246592,-0.3613634025408,0.355652239466788,NA,NA,NA,0.5255,FALSE,"n.s."
"MeaningSR","Human Forgery - Human Original","pzero",0.0124590425214448,0.00223270490562547,0.0248738774519272,1.24590425214448,0.223270490562547,2.48738774519272,0.9925,TRUE,"Positive"
"MeaningSR","AI-Generated - Human Forgery","response",-0.29901527415965,-0.4036038017589,-0.201821726541574,-4.98358790266084,-6.726730029315,-3.36369544235957,1,TRUE,"Negative"
"MeaningSR","AI-Generated - Human Forgery","mu",-0.0387995012224273,-0.0537868825592781,-0.0241474324513389,-3.87995012224273,-5.37868825592781,-2.41474324513389,1,TRUE,"Negative"
"MeaningSR","AI-Generated - Human Forgery","phi",-0.195974369328278,-0.573652653340882,0.161879839347918,NA,NA,NA,0.85675,FALSE,"n.s."
"MeaningSR","AI-Generated - Human Forgery","pzero",0.0318628476378443,0.0128415302084412,0.0570869335284017,3.18628476378443,1.28415302084412,5.70869335284017,1,TRUE,"Positive"
"RealitySR","AI-Generated - Human Original","response",-0.0356989211513894,-0.0542370005941924,-0.0176474398424691,-3.56989211513894,-5.42370005941924,-1.76474398424691,0.999,TRUE,"Negative"
"RealitySR","AI-Generated - Human Original","mu",-0.0484968991365077,-0.0785761929608083,-0.0188168378903938,-4.84968991365077,-7.85761929608083,-1.88168378903938,0.99775,TRUE,"Negative"
"RealitySR","AI-Generated - Human Original","confright",-0.0194000166754893,-0.0320163183373034,-0.00721021205692178,-1.94000166754893,-3.20163183373034,-0.721021205692178,0.999,TRUE,"Negative"
"RealitySR","AI-Generated - Human Original","confleft",0.00900027664274394,-0.00547597170803923,0.0233469920895199,0.900027664274394,-0.547597170803923,2.33469920895199,0.8975,FALSE,"n.s."
"RealitySR","AI-Generated - Human Original","precright",-0.281232455,-0.54383320225,-0.0199643853999996,NA,NA,NA,0.985,TRUE,"Negative"
"RealitySR","AI-Generated - Human Original","precleft",-0.12808848,-0.414268759,0.15023887275,NA,NA,NA,0.8115,FALSE,"n.s."
"RealitySR","AI-Generated - Human Original","pex",0.00191172857365914,0.000203970102892201,0.00505927386555884,0.191172857365914,0.0203970102892201,0.505927386555884,0.9885,TRUE,"Positive"
